Location,Region,TL,TR,reporting_date,sCh,cCh,deaths,CFR
AFR::CMR::North-West::Ndop Health District,North-West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North-West::Ndu Health District,North-West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North-West::Njikwa Health District,North-West,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::West::Galim Health District,West,2014-06-30,2014-07-06,2014-07-06,35,23,1,4.35
AFR::CMR::West::Kekem Health District,West,2014-06-30,2014-07-06,2014-07-06,0,0,0,
AFR::CMR::West::Malantouen Health District,West,2014-06-30,2014-07-06,2014-07-06,0,0,0,
AFR::CMR::West::Massangam Health District,West,2014-06-30,2014-07-06,2014-07-06,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Tokombere Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::Far North::Vele Health District,Far North,2016-03-07,2016-03-13,2016-03-13,0,0,0,
AFR::CMR::North::Rey Bouba Health District,North,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::North::Touboro Health District,North,2016-07-25,2016-07-31,2016-07-31,53,15,0,0.0
AFR::CMR::Littoral::Abo Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Bangue Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Boko Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Cite des palmiers Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Deido Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2018-03-12,2018-03-18,2018-03-18,20,12,0,0.0
AFR::CMR::Far North::Tokombere Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Far North::Yagoua Health District,Far North,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Centre::Akonolinga Health District,Centre,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Centre::Awae Health District,Centre,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Centre::Ayos Health District,Centre,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Centre::Bafia Health District,Centre,2018-03-12,2018-03-18,2018-03-18,0,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2018-03-12,2018-03-18,2018-03-18,18,0,0,
AFR::CMR::East::Abong Mbang Health District,East,2015-08-10,2015-08-16,2015-08-16,0,0,0,
AFR::CMR::East::Batouri Health District,East,2015-08-10,2015-08-16,2015-08-16,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::Centre::Efoulan Health District,Centre,2015-02-09,2015-02-15,2015-02-15,0,0,0,
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2015-02-09,2015-02-15,2015-02-15,0,0,0,
AFR::CMR::Far North::Kolofata Health District,Far North,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::Centre::Eseka Health District,Centre,2015-02-09,2015-02-15,2015-02-15,0,0,0,
AFR::CMR::Centre::Esse Health District,Centre,2015-02-09,2015-02-15,2015-02-15,39,9,0,0.0
AFR::CMR::Far North::Kousseri Health District,Far North,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::Centre::Evodoula Health District,Centre,2015-02-09,2015-02-15,2015-02-15,0,0,0,
AFR::CMR::Centre::Mbalmayo Health District,Centre,2015-02-09,2015-02-15,2015-02-15,0,0,0,
AFR::CMR::Far North::Koza Health District,Far North,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::Centre::Mbankomo Health District,Centre,2015-02-09,2015-02-15,2015-02-15,3,1,0,0.0
AFR::CMR::Far North::Mada Health District,Far North,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2012-09-24,2012-09-30,2012-09-30,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2012-09-24,2012-09-30,2012-09-30,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2012-09-24,2012-09-30,2012-09-30,50,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2012-09-24,2012-09-30,2012-09-30,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2013-09-16,2013-09-22,2013-09-22,0,0,0,
AFR::CMR::Far North::Koza Health District,Far North,2013-04-08,2013-04-14,2013-04-14,0,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2013-04-08,2013-04-14,2013-04-14,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2013-04-08,2013-04-14,2013-04-14,0,0,0,
AFR::CMR::West::Foumban Health District,West,2011-05-16,2011-05-22,2011-05-22,55,0,0,
AFR::CMR::West::Foumbot Health District,West,2011-05-16,2011-05-22,2011-05-22,124,74,5,6.76
AFR::CMR::North-West::Ako Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::North-West::Bamenda Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::North-West::Batibo Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::North-West::Fundong Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::North-West::Kumbo East Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::North-West::Kumbo West Health District,North-West,2011-05-16,2011-05-22,2011-05-22,0,0,0,
AFR::CMR::Adamaoua::(Ngaoundere Rural Health District|Ngaoundere Urban Health District),Adamaoua,2018-08-06,2018-08-12,2018-08-12,0,0,0,
AFR::CMR::Adamaoua::Meiganga Health District,Adamaoua,2018-08-06,2018-08-12,2018-08-12,0,0,0,
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2018-08-06,2018-08-12,2018-08-12,0,0,0,
AFR::CMR::Adamaoua::Tignere Health District,Adamaoua,2018-08-06,2018-08-12,2018-08-12,0,0,0,
AFR::CMR::West::Bafoussam Health District,West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::Far North::Fotokol Health District,Far North,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Akwaya Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Buea Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Dschang Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Ekondo Titi Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Kumba Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::Far North::Kolofata Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Kousseri Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Koza Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Maroua 1 Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Maroua 2 Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Maroua 3 Health District,Far North,2018-11-19,2018-11-25,2018-11-25,65,23,0,0.0
AFR::CMR::Far North::Meri Health District,Far North,2018-11-19,2018-11-25,2018-11-25,36,13,0,0.0
AFR::CMR::Far North::Mindif Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2018-11-19,2018-11-25,2018-11-25,0,0,0,
AFR::CMR::North-West::Mbengwi Health District,North-West,2017-11-06,2017-11-12,2017-11-12,0,0,0,
AFR::CMR::South-West::Akwaya Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Bakassi Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Bangem Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Buea Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Ekondo Titi Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Eyumodjock Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Fontem Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Kumba Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2014-04-07,2014-04-13,2014-04-13,0,0,0,
AFR::CMR::South-West::Mbonge Health District,South-West,2014-04-07,2014-04-13,2014-04-13,9,0,0,
AFR::CMR::Littoral::Loum Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Manjo Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Manoka Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::Littoral::Mbanga Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,121,71,2,2.82
AFR::CMR::Littoral::Melong Health District,Littoral,2013-07-29,2013-08-04,2013-08-04,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2014-08-18,2014-08-24,2014-08-24,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2014-08-18,2014-08-24,2014-08-24,0,0,0,
AFR::CMR::South-West::Mbonge Health District,South-West,2014-08-18,2014-08-24,2014-08-24,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2014-08-18,2014-08-24,2014-08-24,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2014-08-18,2014-08-24,2014-08-24,0,0,0,
AFR::CMR::South-West::Tiko Health District,South-West,2014-08-18,2014-08-24,2014-08-24,0,0,0,
AFR::CMR::South-West::Tombel Health District,South-West,2014-08-18,2014-08-24,2014-08-24,57,16,0,0.0
AFR::CMR::Littoral::Boko Health District,Littoral,2014-05-19,2014-05-25,2014-05-25,103,0,0,
AFR::CMR::Littoral::Japoma Health District,Littoral,2014-05-19,2014-05-25,2014-05-25,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Mbonge Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Muyuka Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2010-11-15,2010-11-21,2010-11-21,18,0,0,
AFR::CMR::South-West::Tiko Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Wabane Health District,South-West,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::South-West::Tombel Health District,South-West,2010-11-15,2010-11-21,2010-11-21,25,0,0,
AFR::CMR::South::Ambam Health District,South,2010-11-15,2010-11-21,2010-11-21,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Far North::Hina Health District,Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Far North::Kaele Health District,Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2017-04-10,2017-04-16,2017-04-16,47,0,0,
AFR::CMR::Far North::Kolofata Health District,Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Far North::Koza Health District,Far North,2017-04-10,2017-04-16,2017-04-16,36,11,0,0.0
AFR::CMR::Far North::Mada Health District,Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2017-04-10,2017-04-16,2017-04-16,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2011-03-14,2011-03-20,2011-03-20,0,0,0,
AFR::CMR::North-West::Bamenda Health District,North-West,2011-03-14,2011-03-20,2011-03-20,0,0,0,
AFR::CMR::North-West::Batibo Health District,North-West,2011-03-14,2011-03-20,2011-03-20,0,0,0,
AFR::CMR::North::Bibemi Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North::Figuil Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North::Garoua 1 Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North::Garoua 2 Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North::Gaschiga Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North::Golombe Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::North::Guider Health District,North,2015-05-11,2015-05-17,2015-05-17,0,0,0,
AFR::CMR::Centre::Eseka Health District,Centre,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Centre::Esse Health District,Centre,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Centre::Evodoula Health District,Centre,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Centre::Mbalmayo Health District,Centre,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Centre::Mbandjock Health District,Centre,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Centre::Mbankomo Health District,Centre,2017-01-02,2017-01-08,2017-01-08,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2012-08-20,2012-08-26,2012-08-26,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2012-08-20,2012-08-26,2012-08-26,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2012-08-20,2012-08-26,2012-08-26,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2012-08-20,2012-08-26,2012-08-26,0,0,0,
AFR::CMR::North::Bibemi Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Figuil Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Garoua 2 Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Gaschiga Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Golombe Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Guider Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Lagdo Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Mayo Oulo Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::North::Ngong Health District,North,2010-12-27,2011-01-02,2011-01-02,0,0,0,
AFR::CMR::Far North::Guere Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Guidiguis Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Hina Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Kaele Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Kolofata Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Kousseri Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Koza Health District,Far North,2019-02-04,2019-02-10,2019-02-10,10,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2019-02-04,2019-02-10,2019-02-10,44,26,0,0.0
AFR::CMR::Far North::Makary Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Maroua 1 Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::Maroua 2 Health District,Far North,2019-02-04,2019-02-10,2019-02-10,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2013-08-19,2013-08-25,2013-08-25,66,45,1,2.22
AFR::CMR::Far North::Mokolo Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Tokombere Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Vele Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Far North::Yagoua Health District,Far North,2013-08-19,2013-08-25,2013-08-25,0,0,0,
AFR::CMR::Adamaoua::Ngaoundere Rural Health District,Adamaoua,2010-02-01,2010-02-07,2010-02-07,0,0,0,
AFR::CMR::Adamaoua::Ngaoundere Urban Health District,Adamaoua,2010-02-01,2010-02-07,2010-02-07,0,0,0,
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2010-02-01,2010-02-07,2010-02-07,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2012-10-29,2012-11-04,2012-11-04,0,0,0,
AFR::CMR::North::Golombe Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Guider Health District,North,2013-07-01,2013-07-07,2013-07-07,97,35,0,0.0
AFR::CMR::North::Lagdo Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Mayo Oulo Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Ngong Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Pitoa Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Poli Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Rey Bouba Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2013-07-01,2013-07-07,2013-07-07,0,0,0,
AFR::CMR::West::Bangourain Health District,West,2014-11-24,2014-11-30,2014-11-30,0,0,0,
AFR::CMR::West::Batcham Health District,West,2014-11-24,2014-11-30,2014-11-30,0,0,0,
AFR::CMR::West::Dschang Health District,West,2014-11-24,2014-11-30,2014-11-30,0,0,0,
AFR::CMR::Littoral::Ndom Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::New Bell Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Ngambe Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Njombe penja Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::Littoral::Nkondjock Health District,Littoral,2016-07-25,2016-07-31,2016-07-31,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Muyuka Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South-West::Tiko Health District,South-West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South::Ambam Health District,South,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South::Ebolowa Health District,South,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South::Kribi Health District,South,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South::Lolodorf Health District,South,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::South::Zoetele Health District,South,2018-07-30,2018-08-05,2018-08-05,0,0,0,
AFR::CMR::West::Bafang Health District,West,2018-07-30,2018-08-05,2018-08-05,0,0,0,
