Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR,rainfall_avg,temperature_avg,humidity_avg
Centre,2011-10-23,2011-10-17,2011-10-23,597,206,6,2.912621359223301,7.2057142857142855,23.047142857142855,88.4814285714286
Centre,2011-10-30,2011-10-24,2011-10-30,574,246,5,2.032520325203252,5.03,22.72142857142857,87.50999999999999
Centre,2011-11-06,2011-10-31,2011-11-06,327,123,2,1.6260162601626018,1.3057142857142858,23.298571428571428,86.04714285714286
Centre,2011-11-13,2011-11-07,2011-11-13,280,77,3,3.896103896103896,0.8242857142857142,23.58857142857143,84.62428571428572
Centre,2011-11-20,2011-11-14,2011-11-20,341,151,3,1.9867549668874167,0.12571428571428572,23.63714285714286,82.85142857142857
Centre,2011-11-27,2011-11-21,2011-11-27,224,65,0,0.0,0.7342857142857142,22.45,77.82428571428571
Centre,2011-12-04,2011-11-28,2011-12-04,43,22,0,0.0,0.011428571428571429,20.67142857142857,71.48
Centre,2011-12-18,2011-12-12,2011-12-18,169,81,2,2.469135802469136,0.09428571428571429,21.29571428571429,69.85857142857144
Centre,2011-12-25,2011-12-19,2011-12-25,83,43,0,0.0,0.06142857142857144,22.404285714285713,68.68428571428572
Centre,2012-01-01,2011-12-26,2012-01-01,49,0,0,0.0,0.011428571428571429,22.444285714285716,70.38142857142857
Centre,2012-01-08,2012-01-02,2012-01-08,10,0,0,0.0,0.1157142857142857,22.07857142857143,61.75714285714285
Centre,2012-01-15,2012-01-09,2012-01-15,68,28,0,0.0,0.40714285714285714,22.60571428571429,61.220000000000006
Centre,2012-01-22,2012-01-16,2012-01-22,191,8,0,0.0,0.12571428571428572,23.731428571428573,66.87857142857143
Centre,2012-01-29,2012-01-23,2012-01-29,27,4,0,0.0,0.025714285714285714,24.85285714285714,69.75857142857143
Centre,2012-02-05,2012-01-30,2012-02-05,153,76,1,1.3157894736842104,0.2757142857142857,24.964285714285715,68.55999999999999
Centre,2012-02-12,2012-02-06,2012-02-12,71,18,0,0.0,0.7914285714285716,24.88857142857143,70.92428571428572
Centre,2012-02-19,2012-02-13,2012-02-19,276,128,2,1.5625,1.887142857142857,24.767142857142858,77.36285714285714
Centre,2012-02-26,2012-02-20,2012-02-26,84,41,1,2.4390243902439024,3.7642857142857147,24.324285714285715,79.44714285714285
Centre,2012-03-04,2012-02-27,2012-03-04,165,36,0,0.0,0.6128571428571429,24.202857142857145,79.69428571428571
Centre,2012-03-11,2012-03-05,2012-03-11,77,25,0,0.0,0.48,24.84142857142857,75.63285714285715
Centre,2012-03-18,2012-03-12,2012-03-18,186,43,0,0.0,1.8942857142857144,25.038571428571426,77.99428571428571
Centre,2012-03-25,2012-03-19,2012-03-25,133,26,0,0.0,0.3885714285714286,25.351428571428567,75.06428571428572
Centre,2012-04-01,2012-03-26,2012-04-01,188,59,1,1.694915254237288,3.174285714285714,25.240000000000002,78.77285714285713
Centre,2012-04-08,2012-04-02,2012-04-08,259,64,1,1.5625,2.931428571428571,25.004285714285714,82.61714285714287
Centre,2012-04-15,2012-04-09,2012-04-15,80,7,0,0.0,6.892857142857143,24.40142857142857,86.16857142857143
Centre,2012-04-22,2012-04-16,2012-04-22,224,83,1,1.2048192771084338,8.177142857142858,23.47142857142857,87.64285714285714
Centre,2012-04-29,2012-04-23,2012-04-29,243,85,2,2.3529411764705883,3.8942857142857146,24.362857142857145,84.72857142857141
Centre,2012-05-06,2012-04-30,2012-05-06,123,67,2,2.985074626865672,4.557142857142858,24.240000000000002,86.3342857142857
Centre,2012-05-13,2012-05-07,2012-05-13,69,34,0,0.0,4.094285714285714,23.337142857142855,87.59428571428573
Centre,2012-05-20,2012-05-14,2012-05-20,115,65,2,3.076923076923077,5.024285714285715,23.678571428571434,86.31142857142858
Centre,2012-05-27,2012-05-21,2012-05-27,304,63,1,1.5873015873015872,3.124285714285715,23.481428571428573,86.91142857142856
Centre,2012-06-03,2012-05-28,2012-06-03,212,102,2,1.96078431372549,6.427142857142856,23.898571428571433,84.11857142857141
Centre,2012-06-10,2012-06-04,2012-06-10,72,33,0,0.0,3.754285714285714,23.684285714285714,86.03999999999999
Centre,2012-06-17,2012-06-11,2012-06-17,629,258,6,2.3255813953488373,5.037142857142858,24.072857142857142,83.09142857142855
Centre,2012-06-24,2012-06-18,2012-06-24,159,19,0,0.0,8.578571428571427,22.69571428571428,89.52285714285713
Centre,2012-07-01,2012-06-25,2012-07-01,251,87,2,2.2988505747126435,11.737142857142858,21.879999999999995,90.62714285714287
Centre,2012-07-08,2012-07-02,2012-07-08,229,0,0,0.0,7.26,21.895714285714284,90.11428571428573
Centre,2012-07-15,2012-07-09,2012-07-15,133,16,0,0.0,4.382857142857143,22.448571428571427,89.52142857142857
Centre,2012-07-22,2012-07-16,2012-07-22,124,12,0,0.0,2.7028571428571424,22.5,88.09
Centre,2012-07-29,2012-07-23,2012-07-29,199,64,1,1.5625,1.2214285714285715,22.50714285714286,86.02142857142856
Centre,2012-08-05,2012-07-30,2012-08-05,185,95,1,1.0526315789473684,6.191428571428571,22.384285714285717,89.65857142857143
Centre,2012-08-12,2012-08-06,2012-08-12,150,84,1,1.1904761904761905,4.11,22.315714285714282,88.7057142857143
Centre,2012-08-19,2012-08-13,2012-08-19,574,144,5,3.4722222222222223,9.362857142857141,21.99571428571429,90.25142857142858
Centre,2012-08-26,2012-08-20,2012-08-26,123,52,1,1.9230769230769231,9.394285714285715,21.594285714285718,88.63285714285715
Centre,2012-09-02,2012-08-27,2012-09-02,156,65,1,1.5384615384615383,10.214285714285714,22.305714285714288,90.73428571428572
Centre,2012-09-09,2012-09-03,2012-09-09,283,87,1,1.1494252873563218,9.37857142857143,21.735714285714284,91.12
Centre,2012-09-16,2012-09-10,2012-09-16,437,162,1,0.6172839506172839,10.241428571428571,22.349999999999998,90.01714285714286
Centre,2012-09-23,2012-09-17,2012-09-23,192,97,2,2.061855670103093,6.377142857142857,22.495714285714286,88.70857142857143
Centre,2012-09-30,2012-09-24,2012-09-30,242,126,3,2.380952380952381,8.125714285714285,22.454285714285714,89.12
Centre,2012-10-07,2012-10-01,2012-10-07,225,63,0,0.0,12.744285714285715,22.63857142857143,88.81428571428572
Centre,2012-10-14,2012-10-08,2012-10-14,316,141,1,0.7092198581560284,5.927142857142859,23.192857142857147,86.43857142857142
Centre,2012-10-21,2012-10-15,2012-10-21,117,11,0,0.0,7.745714285714286,22.757142857142856,91.01857142857143
Centre,2012-10-28,2012-10-22,2012-10-28,328,156,2,1.282051282051282,5.015714285714286,23.027142857142856,87.84
Centre,2012-11-04,2012-10-29,2012-11-04,139,47,1,2.127659574468085,5.9314285714285715,22.662857142857145,86.80285714285716
Centre,2012-11-11,2012-11-05,2012-11-11,290,121,1,0.8264462809917356,8.794285714285714,23.02714285714286,87.98285714285714
Centre,2012-11-18,2012-11-12,2012-11-18,45,26,0,0.0,1.5014285714285713,23.63571428571429,85.9157142857143
Centre,2012-11-25,2012-11-19,2012-11-25,0,0,0,0.0,2.8700000000000006,23.695714285714285,84.62428571428573
Centre,2012-12-02,2012-11-26,2012-12-02,252,100,2,2.0,1.4871428571428569,23.419999999999995,81.5
Centre,2012-12-09,2012-12-03,2012-12-09,85,14,0,0.0,1.3242857142857145,23.62857142857143,81.62428571428572
Centre,2012-12-16,2012-12-10,2012-12-16,2,1,0,0.0,0.15142857142857144,23.124285714285715,75.89714285714285
Centre,2012-12-23,2012-12-17,2012-12-23,147,69,1,1.4492753623188406,0.0014285714285714286,22.315714285714282,74.52857142857144
Centre,2012-12-30,2012-12-24,2012-12-30,157,39,1,2.564102564102564,0.06285714285714286,21.76142857142857,70.44714285714286
Centre,2013-01-06,2012-12-31,2013-01-06,162,90,0,0.0,0.42000000000000004,22.435714285714283,68.92857142857143
Centre,2013-01-13,2013-01-07,2013-01-13,83,35,0,0.0,0.16142857142857145,22.747142857142858,68.99857142857142
Centre,2013-01-20,2013-01-14,2013-01-20,30,19,0,0.0,0.25428571428571434,24.375714285714285,75.16857142857144
Centre,2013-01-27,2013-01-21,2013-01-27,102,28,0,0.0,0.4928571428571429,24.782857142857143,82.26142857142857
Centre,2013-02-03,2013-01-28,2013-02-03,126,55,0,0.0,0.8242857142857142,22.94142857142857,69.08
Centre,2013-02-10,2013-02-04,2013-02-10,171,79,0,0.0,0.16142857142857145,24.771428571428576,69.9057142857143
Centre,2013-02-17,2013-02-11,2013-02-17,24,0,0,0.0,0.16,24.88,77.18857142857144
Centre,2013-02-24,2013-02-18,2013-02-24,8,4,0,0.0,0.7357142857142857,25.36428571428571,76.70857142857142
Centre,2013-03-03,2013-02-25,2013-03-03,173,31,0,0.0,1.7114285714285715,25.395714285714284,80.38285714285713
Centre,2013-03-10,2013-03-04,2013-03-10,71,35,1,2.857142857142857,2.424285714285714,25.111428571428572,82.18999999999998
Centre,2013-03-17,2013-03-11,2013-03-17,172,0,0,0.0,7.885714285714286,24.13285714285714,84.17
Centre,2013-03-24,2013-03-18,2013-03-24,114,37,1,2.702702702702702,3.4428571428571426,23.921428571428574,84.78857142857143
Centre,2013-03-31,2013-03-25,2013-03-31,50,24,0,0.0,3.712857142857143,23.627142857142854,86.65714285714284
Centre,2013-04-07,2013-04-01,2013-04-07,174,44,1,2.272727272727273,3.355714285714286,24.231428571428573,85.1942857142857
Centre,2013-04-14,2013-04-08,2013-04-14,202,28,0,0.0,6.411428571428571,24.104285714285716,86.61
Centre,2013-04-21,2013-04-15,2013-04-21,131,28,0,0.0,3.604285714285715,23.84714285714286,86.77857142857142
Centre,2013-04-28,2013-04-22,2013-04-28,57,30,1,3.333333333333333,5.597142857142857,23.567142857142862,88.5657142857143
Centre,2013-05-05,2013-04-29,2013-05-05,168,58,1,1.7241379310344829,3.642857142857143,24.16142857142857,85.66285714285712
Centre,2013-05-12,2013-05-06,2013-05-12,67,42,1,2.380952380952381,4.3742857142857146,23.808571428571433,87.70142857142858
Centre,2013-05-19,2013-05-13,2013-05-19,400,70,0,0.0,5.587142857142857,24.214285714285715,85.78142857142858
Centre,2013-05-26,2013-05-20,2013-05-26,55,19,0,0.0,4.468571428571429,24.34714285714286,85.08
Centre,2013-06-02,2013-05-27,2013-06-02,163,74,1,1.351351351351351,6.792857142857144,23.424285714285713,88.02142857142859
Centre,2013-06-09,2013-06-03,2013-06-09,375,109,4,3.669724770642202,5.338571428571428,23.304285714285715,86.70857142857143
Centre,2013-06-16,2013-06-10,2013-06-16,94,32,1,3.125,2.684285714285714,23.655714285714286,85.55857142857143
Centre,2013-06-23,2013-06-17,2013-06-23,81,28,1,3.571428571428571,2.641428571428571,23.735714285714284,86.40142857142857
Centre,2013-06-30,2013-06-24,2013-06-30,497,292,12,4.10958904109589,3.7257142857142855,22.65285714285714,88.78142857142858
Centre,2013-07-07,2013-07-01,2013-07-07,0,0,0,0.0,6.671428571428572,22.14428571428572,91.01285714285716
Centre,2013-07-14,2013-07-08,2013-07-14,243,87,1,1.1494252873563218,5.884285714285715,22.344285714285718,87.66142857142857
Centre,2013-07-21,2013-07-15,2013-07-21,306,68,1,1.4705882352941175,2.922857142857143,22.835714285714285,86.55571428571429
Centre,2013-07-28,2013-07-22,2013-07-28,274,98,1,1.020408163265306,2.3728571428571428,22.294285714285714,88.38428571428572
Centre,2013-08-04,2013-07-29,2013-08-04,323,180,4,2.2222222222222223,4.478571428571429,21.762857142857143,89.06714285714285
Centre,2013-08-11,2013-08-05,2013-08-11,91,43,1,2.3255813953488373,2.844285714285714,22.18285714285714,88.6557142857143
Centre,2013-08-18,2013-08-12,2013-08-18,224,135,2,1.4814814814814816,2.0914285714285716,22.725714285714286,85.30285714285716
Centre,2013-08-25,2013-08-19,2013-08-25,341,126,2,1.5873015873015872,7.792857142857143,22.04285714285714,89.33857142857143
Centre,2013-09-01,2013-08-26,2013-09-01,263,108,1,0.9259259259259258,5.61,22.351428571428574,88.72285714285715
Centre,2013-09-08,2013-09-02,2013-09-08,149,49,0,0.0,7.661428571428572,22.495714285714286,87.63428571428572
Centre,2013-09-15,2013-09-09,2013-09-15,485,98,2,2.0408163265306123,6.304285714285716,22.427142857142858,88.96428571428571
Centre,2013-09-22,2013-09-16,2013-09-22,476,232,4,1.7241379310344829,8.028571428571427,23.012857142857143,89.01142857142857
Centre,2013-09-29,2013-09-23,2013-09-29,265,107,3,2.803738317757009,7.824285714285714,22.705714285714286,89.3742857142857
Centre,2013-10-06,2013-09-30,2013-10-06,262,99,3,3.0303030303030303,8.282857142857143,22.572857142857146,88.99
Centre,2013-10-13,2013-10-07,2013-10-13,263,117,1,0.8547008547008548,7.88857142857143,22.61714285714286,89.30714285714285
Centre,2013-10-20,2013-10-14,2013-10-20,324,127,3,2.3622047244094486,8.34,22.935714285714283,86.50714285714285
Centre,2013-10-27,2013-10-21,2013-10-27,115,0,0,0.0,8.197142857142856,22.60857142857143,87.42285714285713
Centre,2013-11-03,2013-10-28,2013-11-03,53,21,1,4.761904761904762,3.168571428571428,23.365714285714287,84.86857142857141
Centre,2013-11-10,2013-11-04,2013-11-10,126,0,0,0.0,3.9814285714285718,23.1,86.14999999999999
Centre,2013-11-17,2013-11-11,2013-11-17,534,195,4,2.051282051282051,10.414285714285715,23.08857142857143,87.5942857142857
Centre,2013-11-24,2013-11-18,2013-11-24,162,48,1,2.083333333333333,3.9142857142857146,23.565714285714286,85.80571428571429
Centre,2013-12-01,2013-11-25,2013-12-01,232,78,1,1.282051282051282,0.9571428571428572,23.54285714285714,84.96000000000001
Centre,2013-12-08,2013-12-02,2013-12-08,164,62,0,0.0,4.307142857142858,23.357142857142858,85.61714285714285
Centre,2013-12-15,2013-12-09,2013-12-15,102,4,0,0.0,0.9042857142857142,22.095714285714287,81.10857142857144
Centre,2013-12-22,2013-12-16,2013-12-22,47,10,0,0.0,0.0014285714285714286,20.762857142857143,74.79571428571428
Centre,2013-12-29,2013-12-23,2013-12-29,61,22,0,0.0,0.07571428571428573,23.342857142857145,75.28571428571429
Centre,2014-01-05,2013-12-30,2014-01-05,51,20,0,0.0,0.002857142857142857,21.92571428571429,69.33142857142857
Centre,2014-01-12,2014-01-06,2014-01-12,17,6,0,0.0,0.005714285714285714,21.71857142857143,68.07285714285715
Centre,2014-01-19,2014-01-13,2014-01-19,191,64,1,1.5625,0.11714285714285715,23.414285714285715,68.19000000000001
Centre,2014-01-26,2014-01-20,2014-01-26,265,149,3,2.013422818791946,0.22142857142857145,23.467142857142857,65.44000000000001
Centre,2014-02-02,2014-01-27,2014-02-02,9,5,0,0.0,0.1142857142857143,24.484285714285715,76.79285714285713
Centre,2014-02-09,2014-02-03,2014-02-09,95,41,1,2.4390243902439024,0.02857142857142857,24.53142857142857,63.39142857142857
Centre,2014-02-16,2014-02-10,2014-02-16,58,32,1,3.125,0.4585714285714285,23.88285714285714,61.375714285714274
Centre,2014-02-23,2014-02-17,2014-02-23,13,0,0,0.0,0.0,24.83857142857143,57.94571428571429
Centre,2014-03-02,2014-02-24,2014-03-02,121,36,0,0.0,4.307142857142857,24.425714285714285,82.12142857142855
Centre,2014-03-09,2014-03-03,2014-03-09,156,65,0,0.0,1.22,24.694285714285712,77.05714285714285
Centre,2014-03-16,2014-03-10,2014-03-16,447,198,3,1.5151515151515151,3.9871428571428567,25.03857142857143,72.69142857142857
Centre,2014-03-23,2014-03-17,2014-03-23,252,101,2,1.98019801980198,1.2457142857142856,25.292857142857144,78.60285714285715
Centre,2014-03-30,2014-03-24,2014-03-30,92,55,0,0.0,3.025714285714286,24.278571428571432,84.48142857142857
Centre,2014-04-06,2014-03-31,2014-04-06,264,84,2,2.380952380952381,2.2157142857142857,24.315714285714282,84.48142857142857
Centre,2014-04-13,2014-04-07,2014-04-13,53,10,0,0.0,2.052857142857143,24.402857142857147,82.58571428571429
Centre,2014-04-20,2014-04-14,2014-04-20,76,30,0,0.0,6.714285714285714,24.38285714285714,84.27285714285713
Centre,2014-04-27,2014-04-21,2014-04-27,43,12,0,0.0,5.264285714285714,24.081428571428575,86.69857142857143
Centre,2014-05-04,2014-04-28,2014-05-04,229,85,2,2.3529411764705883,6.517142857142857,24.155714285714286,87.98285714285714
Centre,2014-05-11,2014-05-05,2014-05-11,124,49,1,2.0408163265306123,4.990000000000001,23.84571428571428,89.78285714285714
Centre,2014-05-18,2014-05-12,2014-05-18,161,74,1,1.351351351351351,4.838571428571428,23.349999999999998,88.3
Centre,2014-05-25,2014-05-19,2014-05-25,119,46,0,0.0,2.277142857142857,24.481428571428577,84.52285714285715
Centre,2014-06-01,2014-05-26,2014-06-01,270,122,1,0.819672131147541,4.944285714285714,24.224285714285713,84.98
Centre,2014-06-08,2014-06-02,2014-06-08,259,131,3,2.2900763358778624,4.994285714285715,23.699999999999996,86.73857142857142
Centre,2014-06-15,2014-06-09,2014-06-15,123,22,0,0.0,4.21,23.547142857142855,87.45142857142856
Centre,2014-06-22,2014-06-16,2014-06-22,460,200,3,1.5,3.4699999999999998,23.851428571428567,85.64714285714285
Centre,2014-06-29,2014-06-23,2014-06-29,165,0,0,0.0,3.3157142857142854,23.504285714285714,83.91714285714285
Centre,2014-07-06,2014-06-30,2014-07-06,78,17,0,0.0,4.782857142857142,23.659999999999997,85.20571428571428
Centre,2014-07-13,2014-07-07,2014-07-13,39,13,0,0.0,3.151428571428571,23.0,84.88142857142859
Centre,2014-07-20,2014-07-14,2014-07-20,244,145,1,0.6896551724137931,3.3442857142857148,23.43285714285714,84.26571428571428
Centre,2014-07-27,2014-07-21,2014-07-27,155,61,0,0.0,1.9457142857142855,23.428571428571427,82.96571428571428
Centre,2014-08-03,2014-07-28,2014-08-03,356,93,1,1.0752688172043012,2.7800000000000002,23.028571428571432,84.60714285714286
Centre,2014-08-10,2014-08-04,2014-08-10,175,83,1,1.2048192771084338,5.221428571428571,22.761428571428574,86.15714285714287
Centre,2014-08-17,2014-08-11,2014-08-17,217,124,1,0.8064516129032258,6.957142857142857,22.304285714285715,89.00285714285714
Centre,2014-08-24,2014-08-18,2014-08-24,189,62,1,1.6129032258064515,5.524285714285715,22.24142857142857,87.84714285714287
Centre,2014-08-31,2014-08-25,2014-08-31,336,129,3,2.3255813953488373,7.075714285714286,22.827142857142857,88.57714285714285
Centre,2014-09-07,2014-09-01,2014-09-07,282,90,2,2.2222222222222223,4.799999999999999,22.33285714285714,87.67857142857143
Centre,2014-09-14,2014-09-08,2014-09-14,107,37,0,0.0,6.587142857142857,22.524285714285718,88.24285714285713
Centre,2014-09-21,2014-09-15,2014-09-21,45,0,0,0.0,5.134285714285715,22.672857142857143,86.30714285714285
Centre,2014-09-28,2014-09-22,2014-09-28,33,19,0,0.0,10.031428571428572,22.805714285714284,86.80285714285715
Centre,2014-10-05,2014-09-29,2014-10-05,186,85,1,1.1764705882352942,6.0442857142857145,22.324285714285715,88.60857142857142
Centre,2014-10-12,2014-10-06,2014-10-12,475,61,2,3.278688524590164,4.3828571428571435,22.73428571428571,89.81571428571428
Centre,2014-10-19,2014-10-13,2014-10-19,365,133,2,1.5037593984962403,3.422857142857143,22.78857142857143,89.26285714285713
Centre,2014-10-26,2014-10-20,2014-10-26,141,71,2,2.8169014084507045,7.392857142857143,22.867142857142856,88.31285714285715
Centre,2014-11-02,2014-10-27,2014-11-02,408,172,7,4.069767441860465,10.06,22.97142857142857,89.33714285714287
Centre,2014-11-09,2014-11-03,2014-11-09,384,106,3,2.830188679245284,6.805714285714286,23.65857142857143,87.13857142857144
Centre,2014-11-16,2014-11-10,2014-11-16,106,37,1,2.702702702702702,3.2728571428571427,23.818571428571428,85.22
Centre,2014-11-23,2014-11-17,2014-11-23,97,42,0,0.0,2.414285714285714,23.184285714285714,82.32285714285715
Centre,2014-11-30,2014-11-24,2014-11-30,108,30,2,6.666666666666667,0.40857142857142853,23.184285714285714,81.4642857142857
Centre,2014-12-07,2014-12-01,2014-12-07,72,27,0,0.0,0.4557142857142858,23.477142857142855,72.53857142857143
Centre,2014-12-14,2014-12-08,2014-12-14,113,22,0,0.0,0.20428571428571432,23.48,72.41999999999999
Centre,2014-12-21,2014-12-15,2014-12-21,129,44,0,0.0,0.0,22.85571428571429,67.12714285714286
Centre,2014-12-28,2014-12-22,2014-12-28,91,12,0,0.0,0.0014285714285714286,22.444285714285716,63.02857142857142
Centre,2015-01-04,2014-12-29,2015-01-04,0,0,0,0.0,0.04,23.055714285714284,61.52
Centre,2015-01-11,2015-01-05,2015-01-11,0,0,0,0.0,0.002857142857142857,20.654285714285717,55.035714285714285
Centre,2015-01-18,2015-01-12,2015-01-18,39,0,0,0.0,0.014285714285714285,21.86428571428571,52.40000000000001
Centre,2015-01-25,2015-01-19,2015-01-25,95,57,1,1.7543859649122806,0.06571428571428571,24.81142857142857,56.709999999999994
Centre,2015-02-01,2015-01-26,2015-02-01,19,5,0,0.0,0.30857142857142855,25.76142857142857,63.510000000000005
Centre,2015-02-08,2015-02-02,2015-02-08,11,0,0,0.0,0.38571428571428573,25.650000000000002,70.85428571428572
Centre,2015-02-15,2015-02-09,2015-02-15,272,111,2,1.8018018018018016,0.42571428571428566,26.157142857142855,66.39714285714287
Centre,2015-02-22,2015-02-16,2015-02-22,158,48,1,2.083333333333333,1.8314285714285716,26.297142857142855,71.73428571428572
Centre,2015-03-01,2015-02-23,2015-03-01,30,3,0,0.0,0.2914285714285714,24.874285714285715,66.54428571428572
Centre,2015-03-08,2015-03-02,2015-03-08,39,0,0,0.0,1.0857142857142856,26.538571428571426,62.847142857142856
Centre,2015-03-15,2015-03-09,2015-03-15,139,43,0,0.0,1.4199999999999997,26.387142857142855,70.73
Centre,2015-03-22,2015-03-16,2015-03-22,92,0,0,0.0,2.1585714285714284,25.57,78.65428571428572
Centre,2015-03-29,2015-03-23,2015-03-29,176,40,0,0.0,1.9914285714285715,24.892857142857142,81.55999999999999
Centre,2015-04-05,2015-03-30,2015-04-05,259,89,2,2.247191011235955,2.165714285714286,25.184285714285718,72.22714285714285
Centre,2015-04-12,2015-04-06,2015-04-12,366,85,2,2.3529411764705883,7.448571428571428,24.665714285714284,83.93714285714285
