Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR
Centre,2017-07-16,2017-07-10,2017-07-16,296,48,0,0.0
Centre,2017-07-23,2017-07-17,2017-07-23,549,298,4,1.342281879194631
Centre,2017-07-30,2017-07-24,2017-07-30,339,145,2,1.3793103448275863
Centre,2017-08-06,2017-07-31,2017-08-06,398,202,2,0.99009900990099
Centre,2017-08-13,2017-08-07,2017-08-13,160,66,1,1.5151515151515151
Centre,2017-08-20,2017-08-14,2017-08-20,84,40,0,0.0
Centre,2017-08-27,2017-08-21,2017-08-27,305,115,2,1.7391304347826086
Centre,2017-09-03,2017-08-28,2017-09-03,178,79,2,2.5316455696202533
Centre,2017-09-10,2017-09-04,2017-09-10,224,57,2,3.508771929824561
Centre,2017-09-17,2017-09-11,2017-09-17,476,219,3,1.36986301369863
Centre,2017-09-24,2017-09-18,2017-09-24,154,0,0,0.0
Centre,2017-10-01,2017-09-25,2017-10-01,224,15,0,0.0
Centre,2017-10-08,2017-10-02,2017-10-08,426,159,3,1.8867924528301887
Centre,2017-10-15,2017-10-09,2017-10-15,249,129,1,0.7751937984496124
Centre,2017-10-22,2017-10-16,2017-10-22,401,86,2,2.3255813953488373
Centre,2017-10-29,2017-10-23,2017-10-29,162,16,0,0.0
Centre,2017-11-05,2017-10-30,2017-11-05,0,0,0,0.0
Centre,2017-11-12,2017-11-06,2017-11-12,211,76,2,2.631578947368421
Centre,2017-11-19,2017-11-13,2017-11-19,251,87,1,1.1494252873563218
Centre,2017-11-26,2017-11-20,2017-11-26,74,35,1,2.857142857142857
Centre,2017-12-03,2017-11-27,2017-12-03,22,14,0,0.0
Centre,2017-12-10,2017-12-04,2017-12-10,71,0,0,0.0
Centre,2017-12-17,2017-12-11,2017-12-17,3,0,0,0.0
Centre,2017-12-24,2017-12-18,2017-12-24,26,0,0,0.0
Centre,2017-12-31,2017-12-25,2017-12-31,63,26,0,0.0
Centre,2018-08-26,2018-08-20,2018-08-26,111,53,0,0.0
Centre,2019-12-29,2018-12-31,2019-12-29,26,10,0,0.0
Centre,2020-06-19,2020-02-10,2020-06-19,15,7,0,0.0
Centre,2020-07-13,2020-02-10,2020-07-13,93,0,0,0.0
Centre,2020-07-24,2020-02-10,2020-07-24,0,0,0,0.0
Centre,2020-07-28,2020-02-10,2020-07-28,48,0,0,0.0
Centre,2020-07-29,2020-02-10,2020-07-29,29,0,0,0.0
Centre,2020-08-10,2020-02-10,2020-08-10,139,0,0,0.0
Centre,2020-11-06,2020-02-10,2020-11-06,0,0,0,0.0
East,2010-01-10,2010-01-04,2010-01-10,122,37,1,2.702702702702702
East,2010-01-17,2010-01-11,2010-01-17,176,21,0,0.0
East,2010-01-24,2010-01-18,2010-01-24,14,0,0,0.0
East,2010-01-31,2010-01-25,2010-01-31,27,17,0,0.0
East,2010-02-07,2010-02-01,2010-02-07,0,0,0,0.0
East,2010-02-14,2010-02-08,2010-02-14,0,0,0,0.0
East,2010-02-21,2010-02-15,2010-02-21,0,0,0,0.0
East,2010-02-28,2010-02-22,2010-02-28,0,0,0,0.0
East,2010-03-07,2010-03-01,2010-03-07,47,28,0,0.0
East,2010-03-14,2010-03-08,2010-03-14,0,0,0,0.0
East,2010-03-21,2010-03-15,2010-03-21,186,63,1,1.5873015873015872
East,2010-03-28,2010-03-22,2010-03-28,0,0,0,0.0
East,2010-04-04,2010-03-29,2010-04-04,32,0,1,0.0
East,2010-04-11,2010-04-05,2010-04-11,214,87,0,0.0
East,2010-04-18,2010-04-12,2010-04-18,0,0,0,0.0
East,2010-04-25,2010-04-19,2010-04-25,31,0,0,0.0
East,2010-05-02,2010-04-26,2010-05-02,184,0,0,0.0
East,2010-05-09,2010-05-03,2010-05-09,236,68,1,1.4705882352941175
East,2010-05-16,2010-05-10,2010-05-16,50,0,0,0.0
East,2010-05-23,2010-05-17,2010-05-23,101,51,2,3.92156862745098
East,2010-05-30,2010-05-24,2010-05-30,0,0,0,0.0
East,2010-06-06,2010-05-31,2010-06-06,52,0,0,0.0
East,2010-06-13,2010-06-07,2010-06-13,0,0,0,0.0
East,2010-06-20,2010-06-14,2010-06-20,0,0,0,0.0
East,2010-06-27,2010-06-21,2010-06-27,58,21,1,4.761904761904762
East,2010-07-04,2010-06-28,2010-07-04,62,0,0,0.0
East,2010-07-11,2010-07-05,2010-07-11,84,0,0,0.0
East,2010-07-18,2010-07-12,2010-07-18,74,35,0,0.0
East,2010-07-25,2010-07-19,2010-07-25,72,0,0,0.0
East,2010-08-01,2010-07-26,2010-08-01,56,15,0,0.0
East,2010-08-08,2010-08-02,2010-08-08,0,0,0,0.0
East,2010-08-15,2010-08-09,2010-08-15,121,50,0,0.0
East,2010-08-22,2010-08-16,2010-08-22,4,2,0,0.0
East,2010-08-29,2010-08-23,2010-08-29,0,0,0,0.0
East,2010-09-05,2010-08-30,2010-09-05,54,0,0,0.0
East,2010-09-12,2010-09-06,2010-09-12,102,37,1,2.702702702702702
East,2010-09-19,2010-09-13,2010-09-19,90,34,0,0.0
East,2010-09-26,2010-09-20,2010-09-26,0,0,0,0.0
East,2010-10-03,2010-09-27,2010-10-03,181,76,3,3.947368421052632
East,2010-10-10,2010-10-04,2010-10-10,35,12,0,0.0
East,2010-10-17,2010-10-11,2010-10-17,31,19,0,0.0
East,2010-10-24,2010-10-18,2010-10-24,1,0,0,0.0
East,2010-10-31,2010-10-25,2010-10-31,173,111,2,1.8018018018018016
East,2010-11-07,2010-11-01,2010-11-07,103,20,0,0.0
East,2010-11-14,2010-11-08,2010-11-14,83,49,1,2.0408163265306123
East,2010-11-21,2010-11-15,2010-11-21,29,17,0,0.0
East,2010-11-28,2010-11-22,2010-11-28,0,0,0,0.0
East,2010-12-05,2010-11-29,2010-12-05,0,0,0,0.0
East,2010-12-12,2010-12-06,2010-12-12,0,0,0,0.0
East,2010-12-19,2010-12-13,2010-12-19,0,0,0,0.0
East,2010-12-26,2010-12-20,2010-12-26,56,0,0,0.0
East,2011-01-02,2010-12-27,2011-01-02,10,4,0,0.0
East,2011-01-09,2011-01-03,2011-01-09,46,0,0,0.0
East,2011-01-16,2011-01-10,2011-01-16,36,6,0,0.0
East,2011-01-23,2011-01-17,2011-01-23,0,0,0,0.0
East,2011-01-30,2011-01-24,2011-01-30,17,0,0,0.0
East,2011-02-06,2011-01-31,2011-02-06,57,0,0,0.0
East,2011-02-13,2011-02-07,2011-02-13,16,9,0,0.0
East,2011-02-20,2011-02-14,2011-02-20,32,15,0,0.0
East,2011-02-27,2011-02-21,2011-02-27,36,0,0,0.0
East,2011-03-06,2011-02-28,2011-03-06,80,31,1,3.225806451612903
East,2011-03-13,2011-03-07,2011-03-13,62,0,0,0.0
East,2011-03-20,2011-03-14,2011-03-20,0,0,0,0.0
East,2011-03-27,2011-03-21,2011-03-27,0,0,0,0.0
East,2011-04-03,2011-03-28,2011-04-03,23,15,0,0.0
East,2011-04-10,2011-04-04,2011-04-10,0,0,0,0.0
East,2011-04-17,2011-04-11,2011-04-17,0,0,0,0.0
East,2011-04-24,2011-04-18,2011-04-24,104,43,0,0.0
East,2011-05-01,2011-04-25,2011-05-01,60,20,0,0.0
East,2011-05-08,2011-05-02,2011-05-08,150,94,1,1.0638297872340423
East,2011-05-15,2011-05-09,2011-05-15,60,0,0,0.0
East,2011-05-22,2011-05-16,2011-05-22,119,12,0,0.0
East,2011-05-29,2011-05-23,2011-05-29,94,39,1,2.564102564102564
East,2011-06-05,2011-05-30,2011-06-05,167,49,0,0.0
East,2011-06-12,2011-06-06,2011-06-12,66,15,1,6.666666666666667
East,2011-06-19,2011-06-13,2011-06-19,0,0,0,0.0
East,2011-06-26,2011-06-20,2011-06-26,27,16,0,0.0
East,2011-07-03,2011-06-27,2011-07-03,0,0,0,0.0
East,2011-07-10,2011-07-04,2011-07-10,127,44,1,2.272727272727273
East,2011-07-17,2011-07-11,2011-07-17,44,0,0,0.0
East,2011-07-24,2011-07-18,2011-07-24,0,0,0,0.0
East,2011-07-31,2011-07-25,2011-07-31,122,0,0,0.0
East,2011-08-07,2011-08-01,2011-08-07,0,0,0,0.0
East,2011-08-14,2011-08-08,2011-08-14,44,0,0,0.0
East,2011-08-21,2011-08-15,2011-08-21,166,33,0,0.0
East,2011-08-28,2011-08-22,2011-08-28,32,10,0,0.0
East,2011-09-04,2011-08-29,2011-09-04,180,85,3,3.5294117647058822
East,2011-09-11,2011-09-05,2011-09-11,82,29,0,0.0
East,2011-09-18,2011-09-12,2011-09-18,0,0,0,0.0
East,2011-09-25,2011-09-19,2011-09-25,86,46,1,2.1739130434782608
East,2011-10-02,2011-09-26,2011-10-02,0,0,0,0.0
East,2011-10-09,2011-10-03,2011-10-09,157,21,1,4.761904761904762
East,2011-10-16,2011-10-10,2011-10-16,263,128,2,1.5625
East,2011-10-23,2011-10-17,2011-10-23,123,77,1,1.2987012987012987
East,2011-10-30,2011-10-24,2011-10-30,198,45,0,0.0
East,2011-11-06,2011-10-31,2011-11-06,87,37,1,2.702702702702702
East,2011-11-13,2011-11-07,2011-11-13,101,30,0,0.0
East,2011-11-20,2011-11-14,2011-11-20,33,6,0,0.0
East,2011-11-27,2011-11-21,2011-11-27,49,0,0,0.0
East,2011-12-04,2011-11-28,2011-12-04,34,12,0,0.0
East,2011-12-18,2011-12-12,2011-12-18,0,0,0,0.0
East,2011-12-25,2011-12-19,2011-12-25,12,8,0,0.0
East,2012-01-01,2011-12-26,2012-01-01,57,13,0,0.0
East,2012-01-08,2012-01-02,2012-01-08,32,11,0,0.0
East,2012-01-15,2012-01-09,2012-01-15,90,29,1,3.4482758620689653
East,2012-01-22,2012-01-16,2012-01-22,0,0,0,0.0
East,2012-01-29,2012-01-23,2012-01-29,0,0,0,0.0
East,2012-02-05,2012-01-30,2012-02-05,19,0,0,0.0
East,2012-02-12,2012-02-06,2012-02-12,9,2,0,0.0
East,2012-02-19,2012-02-13,2012-02-19,0,0,0,0.0
East,2012-02-26,2012-02-20,2012-02-26,107,36,0,0.0
East,2012-03-04,2012-02-27,2012-03-04,86,41,1,2.4390243902439024
East,2012-03-11,2012-03-05,2012-03-11,9,4,0,0.0
East,2012-03-18,2012-03-12,2012-03-18,179,44,1,2.272727272727273
East,2012-03-25,2012-03-19,2012-03-25,28,0,0,0.0
East,2012-04-01,2012-03-26,2012-04-01,0,0,0,0.0
East,2012-04-08,2012-04-02,2012-04-08,75,22,0,0.0
East,2012-04-15,2012-04-09,2012-04-15,0,0,0,0.0
East,2012-04-22,2012-04-16,2012-04-22,44,0,0,0.0
East,2012-04-29,2012-04-23,2012-04-29,266,141,1,0.7092198581560284
East,2012-05-06,2012-04-30,2012-05-06,186,37,0,0.0
East,2012-05-13,2012-05-07,2012-05-13,256,71,1,1.4084507042253522
East,2012-05-20,2012-05-14,2012-05-20,170,0,0,0.0
East,2012-05-27,2012-05-21,2012-05-27,69,17,0,0.0
East,2012-06-03,2012-05-28,2012-06-03,100,4,0,0.0
East,2012-06-10,2012-06-04,2012-06-10,41,0,0,0.0
East,2012-06-17,2012-06-11,2012-06-17,46,26,1,3.8461538461538463
East,2012-06-24,2012-06-18,2012-06-24,225,50,1,2.0
East,2012-07-01,2012-06-25,2012-07-01,313,119,2,1.680672268907563
East,2012-07-08,2012-07-02,2012-07-08,389,0,0,0.0
East,2012-07-15,2012-07-09,2012-07-15,0,0,0,0.0
East,2012-07-22,2012-07-16,2012-07-22,0,0,0,0.0
East,2012-07-29,2012-07-23,2012-07-29,37,17,0,0.0
East,2012-08-05,2012-07-30,2012-08-05,71,0,0,0.0
East,2012-08-12,2012-08-06,2012-08-12,0,0,0,0.0
East,2012-08-19,2012-08-13,2012-08-19,62,0,0,0.0
East,2012-08-26,2012-08-20,2012-08-26,138,80,1,1.25
East,2012-09-02,2012-08-27,2012-09-02,395,116,3,2.586206896551724
East,2012-09-09,2012-09-03,2012-09-09,350,153,4,2.6143790849673203
East,2012-09-16,2012-09-10,2012-09-16,87,38,1,2.631578947368421
East,2012-09-23,2012-09-17,2012-09-23,43,17,0,0.0
East,2012-09-30,2012-09-24,2012-09-30,47,20,0,0.0
East,2012-10-07,2012-10-01,2012-10-07,0,0,0,0.0
East,2012-10-14,2012-10-08,2012-10-14,62,26,0,0.0
East,2012-10-21,2012-10-15,2012-10-21,116,57,0,0.0
East,2012-10-28,2012-10-22,2012-10-28,260,141,2,1.4184397163120568
East,2012-11-04,2012-10-29,2012-11-04,86,30,0,0.0
East,2012-11-11,2012-11-05,2012-11-11,132,12,0,0.0
East,2012-11-18,2012-11-12,2012-11-18,86,33,0,0.0
East,2012-11-25,2012-11-19,2012-11-25,0,0,0,0.0
East,2012-12-02,2012-11-26,2012-12-02,13,5,0,0.0
East,2012-12-09,2012-12-03,2012-12-09,12,0,0,0.0
East,2012-12-16,2012-12-10,2012-12-16,0,0,0,0.0
East,2012-12-23,2012-12-17,2012-12-23,27,11,0,0.0
East,2012-12-30,2012-12-24,2012-12-30,0,0,0,0.0
East,2013-01-06,2012-12-31,2013-01-06,8,5,0,0.0
East,2013-01-13,2013-01-07,2013-01-13,0,0,0,0.0
East,2013-01-20,2013-01-14,2013-01-20,26,0,0,0.0
East,2013-01-27,2013-01-21,2013-01-27,0,0,0,0.0
East,2013-02-03,2013-01-28,2013-02-03,11,0,0,0.0
East,2013-02-10,2013-02-04,2013-02-10,27,0,0,0.0
East,2013-02-17,2013-02-11,2013-02-17,0,0,0,0.0
East,2013-02-24,2013-02-18,2013-02-24,23,0,0,0.0
East,2013-03-03,2013-02-25,2013-03-03,53,17,0,0.0
East,2013-03-10,2013-03-04,2013-03-10,77,0,0,0.0
East,2013-03-17,2013-03-11,2013-03-17,23,0,0,0.0
East,2013-03-24,2013-03-18,2013-03-24,54,0,0,0.0
East,2013-03-31,2013-03-25,2013-03-31,0,0,0,0.0
East,2013-04-07,2013-04-01,2013-04-07,44,17,0,0.0
East,2013-04-14,2013-04-08,2013-04-14,176,0,1,0.0
East,2013-04-21,2013-04-15,2013-04-21,109,16,0,0.0
East,2013-04-28,2013-04-22,2013-04-28,22,0,0,0.0
East,2013-05-05,2013-04-29,2013-05-05,0,0,0,0.0
East,2013-05-12,2013-05-06,2013-05-12,61,0,0,0.0
East,2013-05-19,2013-05-13,2013-05-19,0,0,0,0.0
East,2013-05-26,2013-05-20,2013-05-26,19,5,0,0.0
East,2013-06-02,2013-05-27,2013-06-02,0,0,0,0.0
East,2013-06-09,2013-06-03,2013-06-09,37,0,0,0.0
East,2013-06-16,2013-06-10,2013-06-16,0,0,0,0.0
East,2013-06-23,2013-06-17,2013-06-23,62,27,1,3.7037037037037033
East,2013-06-30,2013-06-24,2013-06-30,32,18,0,0.0
East,2013-07-07,2013-07-01,2013-07-07,76,37,1,2.702702702702702
East,2013-07-14,2013-07-08,2013-07-14,289,171,2,1.1695906432748535
East,2013-07-21,2013-07-15,2013-07-21,86,34,0,0.0
East,2013-07-28,2013-07-22,2013-07-28,0,0,0,0.0
East,2013-08-04,2013-07-29,2013-08-04,71,0,0,0.0
East,2013-08-11,2013-08-05,2013-08-11,0,0,0,0.0
East,2013-08-18,2013-08-12,2013-08-18,67,37,0,0.0
East,2013-08-25,2013-08-19,2013-08-25,0,0,0,0.0
East,2013-09-01,2013-08-26,2013-09-01,344,62,2,3.225806451612903
East,2013-09-08,2013-09-02,2013-09-08,0,0,0,0.0
East,2013-09-15,2013-09-09,2013-09-15,69,22,0,0.0
East,2013-09-22,2013-09-16,2013-09-22,56,33,1,3.0303030303030303
East,2013-09-29,2013-09-23,2013-09-29,56,25,1,4.0
East,2013-10-06,2013-09-30,2013-10-06,0,0,0,0.0
East,2013-10-13,2013-10-07,2013-10-13,0,0,0,0.0
East,2013-10-20,2013-10-14,2013-10-20,237,81,1,1.2345679012345678
East,2013-10-27,2013-10-21,2013-10-27,133,60,1,1.6666666666666667
East,2013-11-03,2013-10-28,2013-11-03,23,10,0,0.0
East,2013-11-10,2013-11-04,2013-11-10,21,5,0,0.0
East,2013-11-17,2013-11-11,2013-11-17,60,0,0,0.0
East,2013-11-24,2013-11-18,2013-11-24,70,13,0,0.0
East,2013-12-01,2013-11-25,2013-12-01,65,18,0,0.0
East,2013-12-08,2013-12-02,2013-12-08,53,26,1,3.8461538461538463
East,2013-12-15,2013-12-09,2013-12-15,67,25,0,0.0
East,2013-12-22,2013-12-16,2013-12-22,67,20,0,0.0
East,2013-12-29,2013-12-23,2013-12-29,125,60,1,1.6666666666666667
East,2014-01-05,2013-12-30,2014-01-05,0,0,0,0.0
East,2014-01-12,2014-01-06,2014-01-12,0,0,0,0.0
East,2014-01-19,2014-01-13,2014-01-19,0,0,0,0.0
East,2014-01-26,2014-01-20,2014-01-26,19,7,0,0.0
East,2014-02-02,2014-01-27,2014-02-02,76,35,0,0.0
East,2014-02-09,2014-02-03,2014-02-09,110,1,0,0.0
East,2014-02-16,2014-02-10,2014-02-16,0,0,0,0.0
East,2014-02-23,2014-02-17,2014-02-23,40,0,0,0.0
East,2014-03-02,2014-02-24,2014-03-02,183,59,0,0.0
East,2014-03-09,2014-03-03,2014-03-09,0,0,0,0.0
East,2014-03-16,2014-03-10,2014-03-16,351,139,1,0.7194244604316548
East,2014-03-23,2014-03-17,2014-03-23,0,0,0,0.0
East,2014-03-30,2014-03-24,2014-03-30,59,18,0,0.0
East,2014-04-06,2014-03-31,2014-04-06,63,24,0,0.0
East,2014-04-13,2014-04-07,2014-04-13,30,8,0,0.0
East,2014-04-20,2014-04-14,2014-04-20,242,132,3,2.272727272727273
East,2014-04-27,2014-04-21,2014-04-27,4,0,0,0.0
East,2014-05-04,2014-04-28,2014-05-04,37,17,0,0.0
East,2014-05-11,2014-05-05,2014-05-11,0,0,0,0.0
East,2014-05-18,2014-05-12,2014-05-18,174,85,4,4.705882352941177
East,2014-05-25,2014-05-19,2014-05-25,79,13,0,0.0
East,2014-06-01,2014-05-26,2014-06-01,0,0,0,0.0
East,2014-06-08,2014-06-02,2014-06-08,201,97,1,1.0309278350515465
East,2014-06-15,2014-06-09,2014-06-15,145,35,1,2.857142857142857
East,2014-06-22,2014-06-16,2014-06-22,0,0,0,0.0
East,2014-06-29,2014-06-23,2014-06-29,40,17,1,5.88235294117647
East,2014-07-06,2014-06-30,2014-07-06,64,33,0,0.0
East,2014-07-13,2014-07-07,2014-07-13,79,0,0,0.0
East,2014-07-20,2014-07-14,2014-07-20,87,50,1,2.0
East,2014-07-27,2014-07-21,2014-07-27,23,14,0,0.0
East,2014-08-03,2014-07-28,2014-08-03,364,235,2,0.851063829787234
East,2014-08-10,2014-08-04,2014-08-10,0,0,0,0.0
East,2014-08-17,2014-08-11,2014-08-17,0,0,0,0.0
East,2014-08-24,2014-08-18,2014-08-24,91,34,0,0.0
East,2014-08-31,2014-08-25,2014-08-31,163,38,0,0.0
East,2014-09-07,2014-09-01,2014-09-07,0,0,0,0.0
East,2014-09-14,2014-09-08,2014-09-14,321,31,1,3.225806451612903
East,2014-09-21,2014-09-15,2014-09-21,72,16,0,0.0
East,2014-09-28,2014-09-22,2014-09-28,354,109,2,1.834862385321101
East,2014-10-05,2014-09-29,2014-10-05,325,114,2,1.7543859649122806
East,2014-10-12,2014-10-06,2014-10-12,64,39,0,0.0
East,2014-10-19,2014-10-13,2014-10-19,38,12,0,0.0
East,2014-10-26,2014-10-20,2014-10-26,272,55,0,0.0
East,2014-11-02,2014-10-27,2014-11-02,164,63,1,1.5873015873015872
East,2014-11-09,2014-11-03,2014-11-09,170,35,1,2.857142857142857
East,2014-11-16,2014-11-10,2014-11-16,57,10,0,0.0
East,2014-11-23,2014-11-17,2014-11-23,0,0,0,0.0
East,2014-11-30,2014-11-24,2014-11-30,73,15,0,0.0
East,2014-12-07,2014-12-01,2014-12-07,0,0,0,0.0
East,2014-12-14,2014-12-08,2014-12-14,0,0,0,0.0
East,2014-12-21,2014-12-15,2014-12-21,26,0,0,0.0
East,2014-12-28,2014-12-22,2014-12-28,0,0,0,0.0
East,2015-01-04,2014-12-29,2015-01-04,17,0,0,0.0
East,2015-01-11,2015-01-05,2015-01-11,43,5,0,0.0
East,2015-01-18,2015-01-12,2015-01-18,16,7,0,0.0
East,2015-01-25,2015-01-19,2015-01-25,34,15,0,0.0
East,2015-02-01,2015-01-26,2015-02-01,16,0,0,0.0
East,2015-02-08,2015-02-02,2015-02-08,0,0,0,0.0
East,2015-02-15,2015-02-09,2015-02-15,0,0,0,0.0
East,2015-02-22,2015-02-16,2015-02-22,0,0,0,0.0
East,2015-03-01,2015-02-23,2015-03-01,23,0,0,0.0
East,2015-03-08,2015-03-02,2015-03-08,13,0,0,0.0
East,2015-03-15,2015-03-09,2015-03-15,18,9,0,0.0
East,2015-03-22,2015-03-16,2015-03-22,122,61,1,1.639344262295082
East,2015-03-29,2015-03-23,2015-03-29,37,19,0,0.0
East,2015-04-05,2015-03-30,2015-04-05,90,45,1,2.2222222222222223
East,2015-04-12,2015-04-06,2015-04-12,209,94,2,2.127659574468085
East,2015-04-19,2015-04-13,2015-04-19,19,12,0,0.0
East,2015-04-26,2015-04-20,2015-04-26,61,0,0,0.0
East,2015-05-03,2015-04-27,2015-05-03,88,0,0,0.0
East,2015-05-10,2015-05-04,2015-05-10,61,10,0,0.0
East,2015-05-17,2015-05-11,2015-05-17,0,0,0,0.0
East,2015-05-24,2015-05-18,2015-05-24,266,171,4,2.3391812865497075
East,2015-05-31,2015-05-25,2015-05-31,191,53,1,1.8867924528301887
East,2015-06-07,2015-06-01,2015-06-07,127,0,0,0.0
East,2015-06-14,2015-06-08,2015-06-14,21,5,0,0.0
East,2015-06-21,2015-06-15,2015-06-21,299,120,2,1.6666666666666667
East,2015-06-28,2015-06-22,2015-06-28,105,0,0,0.0
East,2015-07-05,2015-06-29,2015-07-05,0,0,0,0.0
East,2015-07-12,2015-07-06,2015-07-12,3,2,0,0.0
East,2015-07-19,2015-07-13,2015-07-19,22,0,1,0.0
East,2015-07-26,2015-07-20,2015-07-26,18,11,0,0.0
East,2015-08-02,2015-07-27,2015-08-02,301,84,2,2.380952380952381
East,2015-08-09,2015-08-03,2015-08-09,75,7,0,0.0
East,2015-08-16,2015-08-10,2015-08-16,0,0,0,0.0
East,2015-08-23,2015-08-17,2015-08-23,178,42,0,0.0
East,2015-08-30,2015-08-24,2015-08-30,0,0,0,0.0
East,2015-09-06,2015-08-31,2015-09-06,50,0,0,0.0
East,2015-09-13,2015-09-07,2015-09-13,98,0,0,0.0
East,2015-09-20,2015-09-14,2015-09-20,71,47,1,2.127659574468085
East,2015-09-27,2015-09-21,2015-09-27,82,0,0,0.0
East,2015-10-04,2015-09-28,2015-10-04,0,0,0,0.0
East,2015-10-11,2015-10-05,2015-10-11,208,37,1,2.702702702702702
East,2015-10-18,2015-10-12,2015-10-18,83,33,0,0.0
East,2015-10-25,2015-10-19,2015-10-25,206,42,0,0.0
East,2015-11-01,2015-10-26,2015-11-01,0,0,0,0.0
East,2015-11-08,2015-11-02,2015-11-08,0,0,0,0.0
East,2015-11-15,2015-11-09,2015-11-15,216,26,1,3.8461538461538463
East,2015-11-22,2015-11-16,2015-11-22,9,4,0,0.0
East,2015-11-29,2015-11-23,2015-11-29,0,0,0,0.0
East,2015-12-06,2015-11-30,2015-12-06,32,8,0,0.0
East,2015-12-13,2015-12-07,2015-12-13,0,0,0,0.0
East,2015-12-20,2015-12-14,2015-12-20,23,10,0,0.0
East,2015-12-27,2015-12-21,2015-12-27,62,24,0,0.0
East,2016-01-10,2016-01-04,2016-01-10,0,0,0,0.0
East,2016-01-17,2016-01-11,2016-01-17,0,0,0,0.0
East,2016-01-24,2016-01-18,2016-01-24,0,0,0,0.0
East,2016-01-31,2016-01-25,2016-01-31,12,5,0,0.0
East,2016-02-07,2016-02-01,2016-02-07,80,21,1,4.761904761904762
East,2016-02-14,2016-02-08,2016-02-14,7,4,0,0.0
East,2016-02-21,2016-02-15,2016-02-21,43,15,0,0.0
East,2016-02-28,2016-02-22,2016-02-28,0,0,0,0.0
East,2016-03-06,2016-02-29,2016-03-06,30,8,0,0.0
East,2016-03-13,2016-03-07,2016-03-13,53,28,1,3.571428571428571
East,2016-03-20,2016-03-14,2016-03-20,45,24,1,4.166666666666666
East,2016-03-27,2016-03-21,2016-03-27,82,27,1,3.7037037037037033
East,2016-04-03,2016-03-28,2016-04-03,69,36,0,0.0
East,2016-04-10,2016-04-04,2016-04-10,3,0,0,0.0
East,2016-04-17,2016-04-11,2016-04-17,93,27,1,3.7037037037037033
East,2016-04-24,2016-04-18,2016-04-24,69,42,1,2.380952380952381
East,2016-05-01,2016-04-25,2016-05-01,47,25,0,0.0
East,2016-05-08,2016-05-02,2016-05-08,56,6,0,0.0
East,2016-05-15,2016-05-09,2016-05-15,0,0,0,0.0
East,2016-05-22,2016-05-16,2016-05-22,13,8,0,0.0
East,2016-05-29,2016-05-23,2016-05-29,176,0,0,0.0
East,2016-06-05,2016-05-30,2016-06-05,158,91,2,2.197802197802198
East,2016-06-12,2016-06-06,2016-06-12,0,0,0,0.0
East,2016-06-19,2016-06-13,2016-06-19,136,65,0,0.0
East,2016-06-26,2016-06-20,2016-06-26,81,32,0,0.0
East,2016-07-03,2016-06-27,2016-07-03,0,0,0,0.0
East,2016-07-10,2016-07-04,2016-07-10,42,18,0,0.0
East,2016-07-17,2016-07-11,2016-07-17,59,0,0,0.0
East,2016-07-24,2016-07-18,2016-07-24,110,17,0,0.0
East,2016-07-31,2016-07-25,2016-07-31,25,9,0,0.0
East,2016-08-07,2016-08-01,2016-08-07,0,0,0,0.0
East,2016-08-14,2016-08-08,2016-08-14,21,8,0,0.0
East,2016-08-21,2016-08-15,2016-08-21,54,13,0,0.0
East,2016-08-28,2016-08-22,2016-08-28,97,0,0,0.0
East,2016-09-04,2016-08-29,2016-09-04,124,72,0,0.0
East,2016-09-11,2016-09-05,2016-09-11,0,0,0,0.0
East,2016-09-18,2016-09-12,2016-09-18,410,143,3,2.097902097902098
East,2016-09-25,2016-09-19,2016-09-25,40,10,0,0.0
East,2016-10-02,2016-09-26,2016-10-02,324,156,3,1.9230769230769231
East,2016-10-09,2016-10-03,2016-10-09,98,20,0,0.0
East,2016-10-16,2016-10-10,2016-10-16,62,0,0,0.0
East,2016-10-23,2016-10-17,2016-10-23,157,52,1,1.9230769230769231
East,2016-10-30,2016-10-24,2016-10-30,0,0,0,0.0
East,2016-11-06,2016-10-31,2016-11-06,184,0,0,0.0
East,2016-11-13,2016-11-07,2016-11-13,0,0,0,0.0
East,2016-11-20,2016-11-14,2016-11-20,57,13,0,0.0
East,2016-11-27,2016-11-21,2016-11-27,0,0,0,0.0
East,2016-12-04,2016-11-28,2016-12-04,34,0,0,0.0
East,2016-12-11,2016-12-05,2016-12-11,0,0,0,0.0
East,2016-12-18,2016-12-12,2016-12-18,0,0,0,0.0
East,2016-12-25,2016-12-19,2016-12-25,0,0,0,0.0
East,2017-01-01,2016-12-26,2017-01-01,37,0,0,0.0
East,2017-01-08,2017-01-02,2017-01-08,0,0,0,0.0
East,2017-01-15,2017-01-09,2017-01-15,0,0,0,0.0
East,2017-01-22,2017-01-16,2017-01-22,0,0,0,0.0
East,2017-01-29,2017-01-23,2017-01-29,0,0,0,0.0
East,2017-02-05,2017-01-30,2017-02-05,0,0,0,0.0
East,2017-02-12,2017-02-06,2017-02-12,16,0,0,0.0
East,2017-02-19,2017-02-13,2017-02-19,0,0,0,0.0
East,2017-02-26,2017-02-20,2017-02-26,13,3,0,0.0
East,2017-03-05,2017-02-27,2017-03-05,13,0,0,0.0
East,2017-03-12,2017-03-06,2017-03-12,109,38,1,2.631578947368421
East,2017-03-19,2017-03-13,2017-03-19,0,0,0,0.0
East,2017-03-26,2017-03-20,2017-03-26,0,0,0,0.0
